year,country,home_team,away_team,score
1957,Peru,Peru,Brazil,1-1
1957,Brazil,Brazil,Peru,1-0
1957,Italy,Italy,Northern Ireland,1-0
1957,United States,United States,Mexico,2-7
1957,Northern Ireland,Northern Ireland,Portugal,3-0
1957,Wales,Wales,Czechoslovakia,1-0
1957,England,England,Republic of Ireland,5-1
1957,Scotland,Scotland,Spain,4-2
1957,Indonesia,Indonesia,China PR,2-0
1957,Denmark,Denmark,England,1-4
1957,German DR,German DR,Wales,2-1
1957,Republic of Ireland,Republic of Ireland,England,1-1
1957,Switzerland,Switzerland,Scotland,1-2
1957,Norway,Norway,Bulgaria,1-2
1957,Syria,Syria,Sudan,1-1
1957,Austria,Austria,Netherlands,3-2
1957,Czechoslovakia,Czechoslovakia,Wales,2-0
1957,Portugal,Portugal,Italy,3-0
1957,Spain,Spain,Scotland,4-1
1957,China PR,China PR,Indonesia,4-3
1957,France,France,Iceland,8-0
1957,Belgium,Belgium,Iceland,8-3
1957,Norway,Norway,Hungary,2-1
1957,Colombia,Colombia,Uruguay,1-1
1957,Czechoslovakia,Czechoslovakia,German DR,3-1
1957,Greece,Greece,Romania,1-2
1957,Colombia,Colombia,Paraguay,2-3
1957,Canada,Canada,United States,5-1
1957,Hungary,Hungary,Bulgaria,4-1
1957,Russia,Russia,Poland,3-0
1957,Mexico,Mexico,Canada,3-0
1957,Uruguay,Uruguay,Colombia,1-0
1957,Mexico,Mexico,Canada,2-0
1957,Finland,Finland,Poland,1-3
1957,United States,United States,Canada,2-3
1957,Paraguay,Paraguay,Colombia,3-0
1957,Paraguay,Paraguay,Uruguay,5-0
1957,Russia,Russia,Finland,2-1
1957,Uruguay,Uruguay,Paraguay,2-0
1957,Curaçao,Curaçao,Costa Rica,1-2
1957,Finland,Finland,Russia,0-10
1957,Iceland,Iceland,France,1-5
1957,Iceland,Iceland,Belgium,2-5
1957,Netherlands,Netherlands,Luxembourg,5-2
1957,Bulgaria,Bulgaria,Hungary,1-2
1957,Chile,Chile,Bolivia,2-1
1957,Netherlands,Netherlands,Austria,1-1
1957,Wales,Wales,German DR,4-1
1957,Bolivia,Bolivia,Chile,3-0
1957,Luxembourg,Luxembourg,Austria,0-3
1957,Romania,Romania,Yugoslavia,1-1
1957,Denmark,Denmark,Republic of Ireland,0-2
1957,Bolivia,Bolivia,Argentina,2-0
1957,Chile,Chile,Argentina,0-2
1957,Argentina,Argentina,Chile,4-0
1957,Mexico,Mexico,Costa Rica,2-0
1957,Poland,Poland,Russia,2-1
1957,Argentina,Argentina,Bolivia,4-0
1957,Costa Rica,Costa Rica,Mexico,1-1
1957,German DR,German DR,Czechoslovakia,1-4
1957,Bulgaria,Bulgaria,Norway,7-0
1957,Poland,Poland,Finland,4-0
1957,Romania,Romania,Greece,3-0
1957,Scotland,Scotland,Switzerland,3-2
1957,Hungary,Hungary,Norway,5-0
1957,Yugoslavia,Yugoslavia,Greece,4-1
1957,Yugoslavia,Yugoslavia,Romania,2-0
1957,Poland,Poland,Russia,0-2
1957,Switzerland,Switzerland,Spain,1-4
1957,Italy,Italy,Portugal,3-0
1958,Israel,Israel,Wales,0-2
1958,Northern Ireland,Northern Ireland,Italy,2-1
1958,Wales,Wales,Israel,2-0
1958,Argentina,Argentina,Germany,1-3
1958,Austria,Austria,Brazil,0-3
1958,Czechoslovakia,Czechoslovakia,Northern Ireland,0-1
1958,England,England,Russia,2-2
1958,France,France,Paraguay,7-3
1958,Hungary,Hungary,Wales,1-1
1958,Scotland,Scotland,Yugoslavia,1-1
1958,Sweden,Sweden,Mexico,3-0
1958,Argentina,Argentina,Northern Ireland,3-1
1958,Austria,Austria,Russia,0-2
1958,Czechoslovakia,Czechoslovakia,Germany,2-2
1958,France,France,Yugoslavia,2-3
1958,Mexico,Mexico,Wales,1-1
1958,Paraguay,Paraguay,Scotland,3-2
1958,Sweden,Sweden,Hungary,2-1
1958,Argentina,Argentina,Czechoslovakia,1-6
1958,Austria,Austria,England,2-2
1958,Brazil,Brazil,Russia,2-0
1958,France,France,Scotland,2-1
1958,Germany,Germany,Northern Ireland,2-2
1958,Hungary,Hungary,Mexico,4-0
1958,Paraguay,Paraguay,Yugoslavia,3-3
1958,Czechoslovakia,Czechoslovakia,Northern Ireland,1-2
1958,England,England,Russia,0-1
1958,Hungary,Hungary,Wales,1-2
1958,Brazil,Brazil,Wales,1-0
1958,France,France,Northern Ireland,4-0
1958,Germany,Germany,Yugoslavia,1-0
1958,Sweden,Sweden,Russia,2-0
1958,Brazil,Brazil,France,5-2
1958,Sweden,Sweden,Germany,3-1
1958,France,France,Germany,6-3
1958,Sweden,Sweden,Brazil,2-5
1958,Russia,Russia,Hungary,3-1
1958,France,France,Greece,7-1
1958,Romania,Romania,Turkey,3-0
1958,Greece,Greece,France,1-1
1959,Argentina,Argentina,Chile,6-1
1959,Bolivia,Bolivia,Uruguay,0-7
1959,Brazil,Brazil,Peru,2-2
1959,Argentina,Argentina,Bolivia,2-0
1959,Chile,Chile,Paraguay,1-2
1959,Peru,Peru,Uruguay,5-3
1959,Bolivia,Bolivia,Paraguay,0-5
1959,Brazil,Brazil,Chile,3-0
1959,Argentina,Argentina,Peru,3-1
1959,Paraguay,Paraguay,Uruguay,1-3
1959,Bolivia,Bolivia,Brazil,2-4
1959,Chile,Chile,Peru,1-1
1959,Argentina,Argentina,Paraguay,3-1
1959,Bolivia,Bolivia,Chile,2-5
1959,Brazil,Brazil,Uruguay,3-1
1959,Brazil,Brazil,Paraguay,4-1
1959,Argentina,Argentina,Uruguay,4-1
1959,Chile,Chile,Uruguay,1-0
1959,Paraguay,Paraguay,Peru,2-1
1959,Argentina,Argentina,Brazil,1-1
1959,Republic of Ireland,Republic of Ireland,Czechoslovakia,2-0
1959,Turkey,Turkey,Romania,2-0
1959,Czechoslovakia,Czechoslovakia,Republic of Ireland,4-0
1959,Norway,Norway,Austria,0-1
1959,Egypt,Egypt,Ethiopia,4-0
1959,Ethiopia,Ethiopia,Sudan,0-1
1959,Egypt,Egypt,Sudan,2-1
1959,Yugoslavia,Yugoslavia,Bulgaria,2-0
1959,German DR,German DR,Portugal,0-2
1959,Poland,Poland,Spain,2-4
1959,Portugal,Portugal,German DR,3-2
1959,Austria,Austria,Norway,5-2
1959,Denmark,Denmark,Czechoslovakia,2-2
1959,Hungary,Hungary,Russia,0-1
1959,Spain,Spain,Poland,3-0
1959,Czechoslovakia,Czechoslovakia,Denmark,5-1
1959,Bulgaria,Bulgaria,Yugoslavia,1-1
1959,Brazil,Brazil,Paraguay,3-2
1959,Ecuador,Ecuador,Uruguay,0-4
1959,Argentina,Argentina,Paraguay,4-2
1959,Brazil,Brazil,Uruguay,0-3
1959,Ecuador,Ecuador,Argentina,1-1
1959,France,France,Austria,5-2
1959,Argentina,Argentina,Uruguay,0-5
1959,Ecuador,Ecuador,Brazil,1-3
1959,Argentina,Argentina,Brazil,4-1
1959,Paraguay,Paraguay,Uruguay,1-1
1959,Ecuador,Ecuador,Paraguay,3-1
1960,Austria,Austria,France,2-4
1960,Portugal,Portugal,Yugoslavia,2-1
1960,Romania,Romania,Czechoslovakia,0-2
1960,Yugoslavia,Yugoslavia,Portugal,5-1
1960,Czechoslovakia,Czechoslovakia,Romania,3-0
1960,Czechoslovakia,Czechoslovakia,Russia,0-3
1960,France,France,Yugoslavia,4-5
1960,France,France,Czechoslovakia,0-2
1960,Russia,Russia,Yugoslavia,2-1
1960,Costa Rica,Costa Rica,Guatemala,3-2
1960,Ghana,Ghana,Nigeria,4-1
1960,Guatemala,Guatemala,Costa Rica,4-4
1960,Honduras,Honduras,Costa Rica,2-1
1960,Nigeria,Nigeria,Ghana,2-2
1960,Costa Rica,Costa Rica,Honduras,5-0
1960,Finland,Finland,France,1-2
1960,Honduras,Honduras,Guatemala,1-1
1960,Suriname,Suriname,Curaçao,1-2
1960,South Korea,South Korea,Vietnam Republic,5-1
1960,Taiwan,Taiwan,Vietnam Republic,2-0
1960,South Korea,South Korea,Israel,3-0
1960,Israel,Israel,Vietnam Republic,5-1
1960,Luxembourg,Luxembourg,England,0-9
1960,Sweden,Sweden,Belgium,2-0
1960,South Korea,South Korea,Taiwan,1-0
1960,Israel,Israel,Taiwan,1-0
1960,Northern Ireland,Northern Ireland,Germany,3-4
1960,Morocco,Morocco,Tunisia,2-1
1960,United States,United States,Mexico,3-3
1960,Mexico,Mexico,United States,3-0
1960,South Korea,South Korea,Japan,2-1
1960,Cyprus,Cyprus,Israel,1-1
1960,Tunisia,Tunisia,Morocco,2-1
1960,Belgium,Belgium,Switzerland,2-4
1960,Greece,Greece,Germany,0-3
1960,Israel,Israel,Cyprus,6-1
1960,Ecuador,Ecuador,Argentina,3-6
1960,France,France,Bulgaria,3-0
1960,Argentina,Argentina,Ecuador,5-0
1961,Costa Rica,Costa Rica,Honduras,1-0
1961,Morocco,Morocco,Tunisia,1-1
1961,Israel,Israel,Ethiopia,1-0
1961,Israel,Israel,Ethiopia,3-2
1961,Portugal,Portugal,Luxembourg,6-0
1961,Costa Rica,Costa Rica,Mexico,1-0
1961,Costa Rica,Costa Rica,Curaçao,6-0
1961,Mexico,Mexico,Curaçao,7-0
1961,Mexico,Mexico,Costa Rica,4-1
1961,Hungary,Hungary,German DR,2-0
1961,Wales,Wales,Spain,1-2
1961,Curaçao,Curaçao,Costa Rica,2-0
1961,Colombia,Colombia,Peru,1-0
1961,Netherlands,Netherlands,Hungary,0-3
1961,Greece,Greece,Northern Ireland,2-1
1961,Scotland,Scotland,Republic of Ireland,4-1
1961,Peru,Peru,Colombia,1-1
1961,Republic of Ireland,Republic of Ireland,Scotland,0-3
1961,Germany,Germany,Northern Ireland,2-1
1961,Czechoslovakia,Czechoslovakia,Scotland,4-0
1961,German DR,German DR,Netherlands,1-1
1961,Spain,Spain,Wales,1-1
1961,Switzerland,Switzerland,Belgium,2-1
1961,Portugal,Portugal,England,1-1
1961,Morocco,Morocco,Ghana,1-0
1961,Sweden,Sweden,Switzerland,4-0
1961,Norway,Norway,Turkey,0-1
1961,Yugoslavia,Yugoslavia,Poland,2-1
1961,Japan,Japan,South Korea,0-2
1961,Finland,Finland,Bulgaria,0-2
1961,Russia,Russia,Turkey,1-0
1961,Poland,Poland,Yugoslavia,1-1
1961,Russia,Russia,Norway,5-2
1961,Bolivia,Bolivia,Uruguay,1-1
1961,Uruguay,Uruguay,Bolivia,2-1
1961,Norway,Norway,Russia,0-3
1961,German DR,German DR,Hungary,2-3
1961,England,England,Luxembourg,4-1
1961,France,France,Finland,5-1
1961,Scotland,Scotland,Czechoslovakia,3-2
1961,Belgium,Belgium,Sweden,0-2
1961,Luxembourg,Luxembourg,Portugal,4-2
1961,Republic of Ireland,Republic of Ireland,Czechoslovakia,1-3
1961,Yugoslavia,Yugoslavia,South Korea,5-1
1961,Israel,Israel,Italy,2-4
1961,Northern Ireland,Northern Ireland,Greece,2-0
1961,Germany,Germany,Greece,2-1
1961,Hungary,Hungary,Netherlands,3-3
1961,England,England,Portugal,2-0
1961,Bulgaria,Bulgaria,Finland,3-1
1961,Czechoslovakia,Czechoslovakia,Republic of Ireland,7-1
1961,Mexico,Mexico,Paraguay,1-0
1961,Switzerland,Switzerland,Sweden,3-2
1961,Turkey,Turkey,Norway,2-1
1961,Italy,Italy,Israel,6-0
1961,Bulgaria,Bulgaria,France,1-0
1961,Morocco,Morocco,Spain,0-1
1961,Switzerland,Switzerland,Sweden,2-1
1961,Turkey,Turkey,Russia,1-2
1961,Spain,Spain,Morocco,3-2
1961,South Korea,South Korea,Yugoslavia,1-3
1961,Czechoslovakia,Czechoslovakia,Scotland,4-2
1961,Bulgaria,Bulgaria,France,1-0
1962,Ethiopia,Ethiopia,Tunisia,4-2
1962,Egypt,Egypt,Uganda,2-1
1962,Tunisia,Tunisia,Uganda,3-0
1962,Ethiopia,Ethiopia,Egypt,4-2
1962,Argentina,Argentina,Bulgaria,1-0
1962,Brazil,Brazil,Mexico,2-0
1962,Chile,Chile,Switzerland,3-1
1962,Colombia,Colombia,Uruguay,1-2
1962,Czechoslovakia,Czechoslovakia,Spain,1-0
1962,England,England,Hungary,1-2
1962,Russia,Russia,Yugoslavia,2-0
1962,Argentina,Argentina,England,1-3
1962,Chile,Chile,Italy,2-0
1962,Uruguay,Uruguay,Yugoslavia,1-3
1962,Bulgaria,Bulgaria,Hungary,1-6
1962,Colombia,Colombia,Russia,4-4
1962,Germany,Germany,Switzerland,2-1
1962,Mexico,Mexico,Spain,0-1
1962,Brazil,Brazil,Spain,2-1
1962,Chile,Chile,Germany,0-2
1962,Russia,Russia,Uruguay,2-1
1962,Colombia,Colombia,Yugoslavia,0-5
1962,Czechoslovakia,Czechoslovakia,Mexico,1-3
1962,Italy,Italy,Switzerland,3-0
1962,Brazil,Brazil,England,3-1
1962,Chile,Chile,Russia,2-1
1962,Czechoslovakia,Czechoslovakia,Hungary,1-0
1962,Germany,Germany,Yugoslavia,0-1
1962,Chile,Chile,Brazil,2-4
1962,Czechoslovakia,Czechoslovakia,Yugoslavia,3-1
1962,Chile,Chile,Yugoslavia,1-0
1962,Brazil,Brazil,Czechoslovakia,3-1
1962,Norway,Norway,Sweden,0-2
1962,Denmark,Denmark,Malta,6-1
1962,Republic of Ireland,Republic of Ireland,Iceland,4-2
1962,Iceland,Iceland,Republic of Ireland,1-1
1962,England,England,France,1-1
1962,Poland,Poland,Northern Ireland,0-2
1962,Spain,Spain,Romania,6-0
1962,Sweden,Sweden,Norway,1-1
1962,Yugoslavia,Yugoslavia,Belgium,3-2
1962,Bulgaria,Bulgaria,Portugal,3-1
1962,Hungary,Hungary,Wales,3-1
1962,Netherlands,Netherlands,Switzerland,3-1
1962,German DR,German DR,Czechoslovakia,2-1
1962,Romania,Romania,Spain,3-1
1962,Northern Ireland,Northern Ireland,Poland,2-0
1962,Italy,Italy,Turkey,6-0
1962,Malta,Malta,Denmark,1-3
1962,Portugal,Portugal,Bulgaria,3-1
1963,Bulgaria,Bulgaria,Portugal,1-0
1963,France,France,England,5-2
1963,Argentina,Argentina,Colombia,4-2
1963,Bolivia,Bolivia,Ecuador,4-4
1963,Brazil,Brazil,Peru,1-0
1963,Argentina,Argentina,Peru,1-2
1963,Brazil,Brazil,Colombia,5-1
1963,Ecuador,Ecuador,Paraguay,1-3
1963,Bolivia,Bolivia,Colombia,2-1
1963,Brazil,Brazil,Paraguay,0-2
1963,Ecuador,Ecuador,Peru,1-2
1963,Argentina,Argentina,Ecuador,4-2
1963,Colombia,Colombia,Paraguay,2-3
1963,Wales,Wales,Hungary,1-1
1963,Bolivia,Bolivia,Peru,3-2
1963,El Salvador,El Salvador,Nicaragua,6-1
1963,Guatemala,Guatemala,Panama,2-2
1963,Argentina,Argentina,Brazil,3-0
1963,Bolivia,Bolivia,Paraguay,2-0
1963,Colombia,Colombia,Peru,1-1
1963,Costa Rica,Costa Rica,Jamaica,6-0
1963,Mexico,Mexico,Curaçao,1-2
1963,El Salvador,El Salvador,Panama,1-1
1963,Honduras,Honduras,Nicaragua,1-0
1963,Brazil,Brazil,Ecuador,2-2
1963,El Salvador,El Salvador,Honduras,2-2
1963,Guatemala,Guatemala,Nicaragua,3-1
1963,Paraguay,Paraguay,Peru,4-1
1963,Turkey,Turkey,Italy,0-1
1963,Bolivia,Bolivia,Argentina,3-2
1963,Costa Rica,Costa Rica,Curaçao,1-0
1963,Jamaica,Jamaica,Mexico,0-8
1963,Guatemala,Guatemala,Honduras,1-2
1963,Nicaragua,Nicaragua,Panama,0-5
1963,Jamaica,Jamaica,Curaçao,1-2
1963,Argentina,Argentina,Paraguay,1-1
1963,Belgium,Belgium,Yugoslavia,0-1
1963,Bolivia,Bolivia,Brazil,5-4
1963,Colombia,Colombia,Ecuador,3-4
1963,Czechoslovakia,Czechoslovakia,German DR,1-1
1963,El Salvador,El Salvador,Guatemala,1-1
1963,Panama,Panama,Honduras,0-1
1963,Switzerland,Switzerland,Netherlands,1-1
1963,El Salvador,El Salvador,Costa Rica,1-4
1963,Honduras,Honduras,Curaçao,1-4
1963,Costa Rica,Costa Rica,Curaçao,1-0
1963,El Salvador,El Salvador,Honduras,3-0
1963,Costa Rica,Costa Rica,Honduras,2-1
1963,El Salvador,El Salvador,Curaçao,3-2
1963,Spain,Spain,Northern Ireland,1-1
1963,Denmark,Denmark,Albania,4-0
1963,Netherlands,Netherlands,Luxembourg,1-1
1963,Sweden,Sweden,Yugoslavia,3-2
1963,Bulgaria,Bulgaria,France,1-0
1963,Republic of Ireland,Republic of Ireland,Austria,3-2
1963,Russia,Russia,Italy,2-0
1963,German DR,German DR,Hungary,1-2
1963,France,France,Bulgaria,3-1
1963,Albania,Albania,Denmark,1-0
1963,Netherlands,Netherlands,Luxembourg,1-2
1963,Northern Ireland,Northern Ireland,Spain,0-1
1963,Hungary,Hungary,German DR,3-3
1963,Italy,Italy,Russia,1-1
1963,Egypt,Egypt,Nigeria,6-3
1963,Ghana,Ghana,Tunisia,1-1
1963,Egypt,Egypt,Sudan,2-2
1963,Ghana,Ghana,Ethiopia,2-0
1963,Ethiopia,Ethiopia,Tunisia,4-2
1963,Nigeria,Nigeria,Sudan,0-4
1963,Egypt,Egypt,Ethiopia,3-0
1963,Ghana,Ghana,Sudan,3-0
1963,Luxembourg,Luxembourg,Denmark,3-3
1963,Denmark,Denmark,Luxembourg,2-2
1963,Denmark,Denmark,Luxembourg,1-0
1964,Spain,Spain,Republic of Ireland,5-1
1964,Republic of Ireland,Republic of Ireland,Spain,0-2
1964,France,France,Hungary,1-3
1964,Sweden,Sweden,Russia,1-1
1964,Hungary,Hungary,France,2-1
1964,Netherlands,Netherlands,Albania,2-0
1964,Israel,Israel,Hong Kong,1-0
1964,India,India,South Korea,2-0
1964,Russia,Russia,Sweden,3-1
1964,Israel,Israel,India,2-0
1964,Hong Kong,Hong Kong,South Korea,0-1
1964,Hong Kong,Hong Kong,India,1-3
1964,Israel,Israel,South Korea,2-1
1964,Denmark,Denmark,Russia,0-3
1964,Spain,Spain,Hungary,2-1
1964,Hungary,Hungary,Denmark,3-1
1964,Spain,Spain,Russia,2-1
1964,Yugoslavia,Yugoslavia,Luxembourg,3-1
1964,Luxembourg,Luxembourg,France,0-2
1964,Northern Ireland,Northern Ireland,Switzerland,1-0
1964,Denmark,Denmark,Wales,1-0
1964,Scotland,Scotland,Finland,3-1
1964,Albania,Albania,Netherlands,0-2
1964,Germany,Germany,Sweden,1-1
1964,Italy,Italy,Finland,6-1
1964,Luxembourg,Luxembourg,Norway,0-2
1964,France,France,Norway,1-0
1964,Switzerland,Switzerland,Northern Ireland,2-1
1964,Greece,Greece,Denmark,4-2
1964,Greece,Greece,Wales,2-0
1965,Jamaica,Jamaica,Cuba,2-0
1965,Cuba,Cuba,Curaçao,1-1
1965,Jamaica,Jamaica,Curaçao,2-0
1965,Portugal,Portugal,Turkey,5-1
1965,Cuba,Cuba,Curaçao,0-1
1965,Cuba,Cuba,Jamaica,2-1
1965,Trinidad and Tobago,Trinidad and Tobago,Suriname,4-1
1965,Costa Rica,Costa Rica,Suriname,1-0
1965,Costa Rica,Costa Rica,Trinidad and Tobago,4-0
1965,Honduras,Honduras,Mexico,0-1
1965,Suriname,Suriname,Costa Rica,1-3
1965,Mexico,Mexico,Honduras,3-0
1965,El Salvador,El Salvador,Nicaragua,4-0
1965,Trinidad and Tobago,Trinidad and Tobago,Costa Rica,0-1
1965,United States,United States,Mexico,2-2
1965,Honduras,Honduras,Nicaragua,0-2
1965,Mexico,Mexico,United States,2-0
1965,El Salvador,El Salvador,Honduras,3-1
1965,Suriname,Suriname,Trinidad and Tobago,6-1
1965,Honduras,Honduras,United States,0-1
1965,Northern Ireland,Northern Ireland,Netherlands,2-1
1965,Wales,Wales,Greece,4-1
1965,Honduras,Honduras,United States,1-1
1965,Costa Rica,Costa Rica,Curaçao,6-0
1965,El Salvador,El Salvador,Mexico,0-2
1965,Guatemala,Guatemala,Haiti,3-0
1965,Costa Rica,Costa Rica,Haiti,3-1
1965,El Salvador,El Salvador,Curaçao,1-1
1965,Mexico,Mexico,Curaçao,5-0
1965,Guatemala,Guatemala,El Salvador,4-1
1965,Haiti,Haiti,Mexico,0-3
1965,Costa Rica,Costa Rica,Mexico,1-1
1965,Guatemala,Guatemala,Curaçao,3-2
1965,Costa Rica,Costa Rica,El Salvador,1-2
1965,Haiti,Haiti,Curaçao,1-1
1965,Albania,Albania,Switzerland,0-2
1965,El Salvador,El Salvador,Haiti,3-1
1965,Guatemala,Guatemala,Mexico,1-2
1965,Yugoslavia,Yugoslavia,France,1-0
1965,Turkey,Turkey,Portugal,0-1
1965,Germany,Germany,Cyprus,5-0
1965,Austria,Austria,German DR,1-1
1965,Czechoslovakia,Czechoslovakia,Portugal,0-1
1965,Romania,Romania,Turkey,3-0
1965,Switzerland,Switzerland,Albania,1-0
1965,Jamaica,Jamaica,Mexico,2-3
1965,Republic of Ireland,Republic of Ireland,Spain,1-0
1965,Sweden,Sweden,Cyprus,3-0
1965,Mexico,Mexico,Jamaica,8-0
1965,Northern Ireland,Northern Ireland,Albania,4-1
1965,Belgium,Belgium,Israel,1-0
1965,Costa Rica,Costa Rica,Jamaica,7-0
1965,Mexico,Mexico,Costa Rica,1-0
1965,Peru,Peru,Venezuela,1-0
1965,Jamaica,Jamaica,Costa Rica,1-1
1965,German DR,German DR,Hungary,1-1
1965,Poland,Poland,Scotland,1-1
1965,Russia,Russia,Greece,3-1
1965,Uruguay,Uruguay,Venezuela,5-0
1965,Finland,Finland,Scotland,1-2
1965,Norway,Norway,Luxembourg,4-2
1965,Romania,Romania,Czechoslovakia,1-0
1965,Russia,Russia,Wales,2-1
1965,Venezuela,Venezuela,Uruguay,1-3
1965,Venezuela,Venezuela,Peru,3-6
1965,Peru,Peru,Uruguay,0-1
1965,Austria,Austria,Hungary,0-1
1965,Bulgaria,Bulgaria,Israel,4-0
1965,Uruguay,Uruguay,Peru,2-1
1965,Portugal,Portugal,Romania,2-1
1965,Norway,Norway,Yugoslavia,3-0
1965,Finland,Finland,Italy,0-2
1965,Russia,Russia,Denmark,6-0
1965,Colombia,Colombia,Ecuador,0-1
1965,Ecuador,Ecuador,Colombia,2-0
1965,Paraguay,Paraguay,Bolivia,2-0
1965,Argentina,Argentina,Paraguay,3-0
1965,Chile,Chile,Colombia,7-2
1965,Colombia,Colombia,Chile,2-0
1965,Ecuador,Ecuador,Chile,2-2
1965,Argentina,Argentina,Bolivia,4-1
1965,Bolivia,Bolivia,Paraguay,2-1
1965,Chile,Chile,Ecuador,3-1
1965,Bolivia,Bolivia,Argentina,1-2
1965,Hungary,Hungary,Austria,3-0
1965,Norway,Norway,France,0-1
1965,Czechoslovakia,Czechoslovakia,Romania,3-1
1965,Luxembourg,Luxembourg,Yugoslavia,2-5
1965,Bulgaria,Bulgaria,Belgium,3-0
1965,Finland,Finland,Poland,2-0
1965,Sweden,Sweden,Germany,1-2
1965,Greece,Greece,Russia,1-4
1965,France,France,Yugoslavia,1-0
1965,Hungary,Hungary,German DR,3-2
1965,Turkey,Turkey,Czechoslovakia,0-6
1965,Chile,Chile,Ecuador,2-1
1965,Scotland,Scotland,Poland,1-2
1965,Denmark,Denmark,Russia,1-3
1965,Turkey,Turkey,Romania,2-1
1965,Poland,Poland,Finland,7-0
1965,Belgium,Belgium,Bulgaria,5-0
1965,Denmark,Denmark,Greece,1-1
1965,Spain,Spain,Republic of Ireland,4-1
1965,Wales,Wales,Russia,2-1
1965,German DR,German DR,Austria,1-0
1965,Italy,Italy,Poland,6-1
1965,France,France,Luxembourg,4-1
1965,Cyprus,Cyprus,Sweden,0-5
1965,Yugoslavia,Yugoslavia,Norway,1-1
1965,Scotland,Scotland,Italy,1-0
1965,Israel,Israel,Belgium,0-5
1965,Republic of Ireland,Republic of Ireland,Spain,0-1
1965,DR Congo,DR Congo,Ghana,2-5
1965,Tunisia,Tunisia,Ethiopia,4-0
1965,Cyprus,Cyprus,Germany,0-6
1965,DR Congo,DR Congo,Ivory Coast,0-3
1965,Switzerland,Switzerland,Netherlands,2-1
1965,Ethiopia,Ethiopia,Senegal,1-5
1965,Ghana,Ghana,Ivory Coast,4-1
1965,Czechoslovakia,Czechoslovakia,Turkey,3-1
1965,Israel,Israel,Bulgaria,1-2
1965,Ivory Coast,Ivory Coast,Senegal,1-0
1965,North Korea,North Korea,Australia,6-1
1965,Romania,Romania,Portugal,2-0
1965,Tunisia,Tunisia,Ghana,2-3
1965,Albania,Albania,Northern Ireland,1-1
1965,Australia,Australia,North Korea,1-3
1965,Wales,Wales,Denmark,4-2
1965,Italy,Italy,Scotland,3-0
1965,Belgium,Belgium,Bulgaria,1-2
1966,Brazil,Brazil,Bulgaria,2-0
1966,Germany,Germany,Switzerland,5-0
1966,North Korea,North Korea,Russia,0-3
1966,Argentina,Argentina,Spain,2-1
1966,Chile,Chile,Italy,0-2
1966,France,France,Mexico,1-1
1966,Hungary,Hungary,Portugal,1-3
1966,Brazil,Brazil,Hungary,1-3
1966,Chile,Chile,North Korea,1-1
1966,France,France,Uruguay,1-2
1966,Spain,Spain,Switzerland,2-1
1966,Bulgaria,Bulgaria,Portugal,0-3
1966,England,England,Mexico,2-0
1966,Italy,Italy,Russia,0-1
1966,Argentina,Argentina,Switzerland,2-0
1966,Brazil,Brazil,Portugal,1-3
1966,Italy,Italy,North Korea,0-1
1966,Bulgaria,Bulgaria,Hungary,1-3
1966,Chile,Chile,Russia,1-2
1966,England,England,France,2-0
1966,Germany,Germany,Spain,2-1
1966,England,England,Argentina,1-0
1966,Germany,Germany,Uruguay,4-0
1966,Hungary,Hungary,Russia,1-2
1966,North Korea,North Korea,Portugal,3-5
1966,Germany,Germany,Russia,2-1
1966,England,England,Portugal,2-1
1966,Portugal,Portugal,Russia,2-1
1966,England,England,Germany,4-2
1966,Netherlands,Netherlands,Hungary,2-2
1966,Hungary,Hungary,Denmark,6-0
1966,Poland,Poland,Luxembourg,4-0
1966,Greece,Greece,Finland,2-1
1966,France,France,Poland,2-1
1966,Northern Ireland,Northern Ireland,England,0-2
1966,Wales,Wales,Scotland,1-1
1966,Romania,Romania,Switzerland,4-2
1966,Belgium,Belgium,France,2-1
1966,Bulgaria,Bulgaria,Norway,4-2
1966,Portugal,Portugal,Sweden,1-2
1966,England,England,Wales,5-1
1966,Republic of Ireland,Republic of Ireland,Turkey,2-1
1966,Scotland,Scotland,Northern Ireland,2-1
1966,Italy,Italy,Romania,3-1
1966,Luxembourg,Luxembourg,France,0-3
1966,Chile,Chile,Colombia,5-2
1966,Netherlands,Netherlands,Denmark,2-0
1966,Cyprus,Cyprus,Romania,1-5
1966,Spain,Spain,Republic of Ireland,2-0
1966,Ecuador,Ecuador,Paraguay,2-2
1966,Paraguay,Paraguay,Ecuador,3-1
1967,Uruguay,Uruguay,Bolivia,4-0
1967,Argentina,Argentina,Paraguay,4-1
1967,Chile,Chile,Venezuela,2-0
1967,Uruguay,Uruguay,Venezuela,4-0
1967,Bolivia,Bolivia,Argentina,0-1
1967,Chile,Chile,Paraguay,4-2
1967,Argentina,Argentina,Venezuela,5-1
1967,Paraguay,Paraguay,Bolivia,1-0
1967,Uruguay,Uruguay,Chile,2-2
1967,Argentina,Argentina,Chile,2-0
1967,Bolivia,Bolivia,Venezuela,0-3
1967,Uruguay,Uruguay,Paraguay,2-0
1967,Venezuela,Venezuela,Paraguay,3-5
1967,Uruguay,Uruguay,Argentina,1-0
1967,Turkey,Turkey,Republic of Ireland,2-1
1967,Honduras,Honduras,Trinidad and Tobago,1-0
1967,Haiti,Haiti,Guatemala,1-2
1967,Mexico,Mexico,Nicaragua,4-0
1967,Haiti,Haiti,Trinidad and Tobago,2-3
1967,Honduras,Honduras,Nicaragua,1-1
